911716848;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_003418972.tpf
1808641825;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010020000.tpf
201053411;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010040000.tpf
3740615652;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010100000.tpf
525438824;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010140000.tpf
4016611913;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010150000.tpf
3212817706;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010160000.tpf
2409023499;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010170000.tpf
1605229292;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010180000.tpf
801435085;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010190000.tpf
1653618444;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010230000.tpf
1655492605;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010230001.tpf
46030030;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010250000.tpf
2733408912;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010270000.tpf
1929614705;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010280000.tpf
1125820498;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010290000.tpf
3585592271;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010310000.tpf
3587466432;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010310001.tpf
2781798064;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010320000.tpf
1978003857;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010330000.tpf
1174209650;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_010340000.tpf
1147647265;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_020100000.tpf
343853058;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_020110000.tpf
668238471;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_020210000.tpf
670112632;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_020210001.tpf
2551823146;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_020240000.tpf
2188065936;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_028142939.tpf
2257409893;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_028142949.tpf
1856507543;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_035441723.tpf
411428941;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_041667757.tpf
1585030426;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_050171589.tpf
574803778;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_060970501.tpf
1427958381;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_061039916.tpf
2501713494;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_077278702.tpf
316642341;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_077378102.tpf
3324965371;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_077379202.tpf
2743879295;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_081004857.tpf
3068264708;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_081104857.tpf
3383279316;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_081204852.tpf
3133110418;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045476.tpf
3969595940;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045676.tpf
3973344262;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045678.tpf
3975218423;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045679.tpf
4038939897;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045686.tpf
4042688219;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_110045688.tpf
4149797961;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_133068123.tpf
746223230;1;1;gamedata;/menu/tex/Icon/bonfire_area/IC_AREA_152136419.tpf
